,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
359,Kaputa,81,ZM,1586692800,50,-8.4689,29.6619,81.27,4.74
360,Pontian Kecil,97,MY,1586692800,82,1.4801,103.3899,81.45,4.45
361,Japura,96,ID,1586692800,85,-0.3167,102.35,79.79,3.04
362,Yaan,100,NG,1586692800,38,7.3833,8.5667,92.8,3.56
363,Hasaki,97,JP,1586692800,76,35.7333,140.8333,55.42,15.97
364,Albolote,76,ES,1586692800,37,37.2309,-3.6551,63.77,2.89
365,Bluefields,42,NI,1586692800,87,12.0137,-83.7635,77.67,6.71
366,Batemans Bay,5,AU,1586692800,73,-35.7167,150.1833,55.9,2.48
367,Tezu,16,IN,1586692800,30,27.9167,96.1667,80.85,3.06
368,Norman Wells,82,CA,1586692800,91,65.282,-126.8329,18.21,5.86
369,Tegh,82,AM,1586692800,50,39.5579,46.4772,44.13,6.44
370,Bom Jesus,100,BR,1586692800,81,-9.0744,-44.3586,75.09,2.1
371,Kavaratti,41,IN,1586692800,66,10.5669,72.642,90.37,3.02
372,Kiryat Gat,0,IL,1586692800,50,31.61,34.7642,67.23,11.23
373,Dicabisagan,64,PH,1586692800,81,17.0818,122.4157,77.92,9.84
374,Batagay-Alyta,11,RU,1586692800,82,67.8006,130.4114,10.62,3.33
375,Stephenville,73,US,1586692800,80,32.2207,-98.2023,63.84,8.79
376,Fairbanks,83,US,1586692800,96,64.8378,-147.7164,27.19,1.86
377,Sokone,1,SN,1586692800,20,13.8833,-16.3667,95.07,3.69
378,Boa Vista,96,BR,1586692800,62,2.8197,-60.6733,83.79,13.33
379,Seredka,100,RU,1586692800,76,58.1584,28.1858,44.92,18.03
380,Loviisa,100,FI,1586692800,93,60.4566,26.2251,38.1,17.92
381,Ullapool,86,GB,1586692800,77,57.8987,-5.1604,47.46,8.03
382,Yangi Marg`ilon,95,UZ,1586692800,29,40.4272,71.7189,75.97,2.42
383,Honiara,88,SB,1586692800,78,-9.4333,159.95,79.68,3.22
384,Beira,88,MZ,1586692800,56,-19.8436,34.8389,86.97,4.12
385,Villa Carlos Paz,25,AR,1586692800,51,-31.4241,-64.4978,61.95,2.21
386,Kalangala,100,UG,1586692800,55,-0.3089,32.225,77.36,11.3
387,Lethem,99,GY,1586692800,61,3.3803,-59.7968,80.08,11.83
388,Praia,34,CV,1586692800,64,14.9215,-23.5087,78.19,14.85
389,Tongliao,0,CN,1586692800,31,43.6125,122.2653,55.06,3.49
390,Kaveripattinam,9,IN,1586692800,19,12.4207,78.2166,93.99,12.95
391,Santa Teresa del Tuy,55,VE,1586692800,62,10.2341,-66.6631,77.74,2.48
392,Praia da Vitória,0,PT,1586692800,80,38.7333,-27.0667,61.2,9.19
393,Hoima,100,UG,1586692800,31,1.4356,31.3436,87.3,1.59
394,Vardø,100,NO,1586692800,91,70.3705,31.1107,32.16,15.52
395,Chirongui,74,YT,1586692800,77,-12.9319,45.1483,89.91,11.86
396,Båtsfjord,100,NO,1586692800,93,70.6345,29.7185,28.9,10.8
397,Lodwar,75,KE,1586692800,24,3.1191,35.5973,98.38,12.33
398,Vila Franca do Campo,37,PT,1586692800,83,37.7167,-25.4333,61.7,13.44
399,Lárdos,0,GR,1586692800,60,36.0942,28.0157,67.37,5.82
400,Luhyny,41,UA,1586692800,39,51.082,28.4006,51.64,9.4
401,Petrov Val,100,RU,1586692800,58,50.1434,45.2096,41.22,30.89
402,Afuá,100,BR,1586692800,89,-0.1567,-50.3867,79.11,4.36
403,Lorengau,51,PG,1586692800,74,-2.0226,147.2712,83.79,4.68
404,Kenai,100,US,1586692800,97,60.5544,-151.2583,33.76,7.07
405,Matiri,94,TZ,1586692800,57,-10.75,34.9,71.24,4.32
406,Quixadá,98,BR,1586692800,75,-4.9714,-39.0153,80.65,6.31
407,Yar-Sale,83,RU,1586692800,96,66.8333,70.8333,19.42,5.08
408,Ndjolé,99,GA,1586692800,79,-0.1783,10.7649,77.13,3.06
409,Gulbarga,28,IN,1586692800,10,17.3333,76.8333,102.15,5.79
410,Yerbogachën,30,RU,1586692800,77,61.2767,108.0108,34.79,3.87
411,Berlevåg,100,NO,1586692800,92,70.8578,29.0864,30.65,13.87
412,Gimli,18,CA,1586692800,83,50.6336,-96.9907,20.03,14.5
413,Goderich,100,CA,1586692800,86,43.7501,-81.7165,44.01,10.58
414,Basco,99,PH,1586692800,84,20.4487,121.9702,71.6,28.14
415,Kloulklubed,67,PW,1586692800,78,7.0419,134.2556,83.39,9.69
416,Fethiye,2,TR,1586692800,41,36.6217,29.1164,69.6,6.8
417,Alta Floresta,100,BR,1586692800,87,-9.8756,-56.0861,74.98,2.08
418,Sterlibashevo,63,RU,1586692800,53,53.4376,55.2578,48.85,15.64
419,Benghazi,0,LY,1586692800,49,32.1167,20.0667,65.89,10.29
420,Santiago,100,CL,1586692800,54,-33.4569,-70.6483,58.95,1.03
421,Tartagal,0,AR,1586692800,57,-22.5164,-63.8013,64.02,1.72
422,Okhotsk,88,RU,1586692800,96,59.3833,143.3,26.62,6.46
423,Morant Bay,18,JM,1586692800,77,17.8815,-76.4093,81.16,8.84
424,Saint-Joseph,40,RE,1586692800,72,-21.3667,55.6167,77.86,21.63
425,Laredo,22,US,1586692800,75,27.5064,-99.5075,75.34,12.26
426,Ahvāz,1,IR,1586692800,15,31.3203,48.6693,86.88,10.94
427,Nehe,0,CN,1586692800,32,48.4833,124.8333,57.7,4.32
428,Kamaishi,95,JP,1586692800,79,39.2667,141.8833,49.3,8.88
429,Aykhal,96,RU,1586692800,80,66.0,111.5,35.55,23.73
430,Wewak,99,PG,1586692800,83,-3.5534,143.6268,79.9,1.52
431,Faanui,100,PF,1586692800,74,-16.4833,-151.75,82.17,12.19
432,Keti Bandar,20,PK,1586692800,42,24.1447,67.4497,87.48,15.93
433,Ağdam,98,AZ,1586692800,55,39.991,46.9274,54.95,7.96
434,Talnakh,99,RU,1586692800,95,69.4865,88.3972,17.44,3.18
435,Toyooka,100,JP,1586692800,88,35.5333,134.8333,46.42,9.08
436,Igarka,100,RU,1586692800,96,67.4667,86.5833,24.06,5.41
437,Richards Bay,0,ZA,1586692800,44,-28.783,32.0377,88.34,9.17
438,Kruisfontein,89,ZA,1586692800,59,-34.0033,24.7314,67.39,32.21
439,Petropavlovsk-Kamchatskiy,80,RU,1586692800,90,53.0452,158.6483,29.41,1.86
440,Bodden Town,9,KY,1586692800,81,19.2833,-81.25,81.09,14.9
441,Huilong,60,CN,1586692800,78,31.8111,121.655,60.22,10.18
442,Grand-Santi,100,GF,1586692800,69,4.25,-54.3833,80.28,4.92
443,Santa Cruz de la Sierra,0,BO,1586692800,49,-17.8,-63.1667,70.59,2.01
444,Alexandria,0,EG,1586692800,43,31.2156,29.9553,69.12,12.28
445,Coyhaique,100,CL,1586692800,72,-45.5752,-72.0662,46.76,5.79
446,Iquique,13,CL,1586692800,61,-20.2208,-70.1431,75.4,0.6
447,Tiarei,90,PF,1586692800,71,-17.5333,-149.3333,82.87,13.04
448,Motril,99,ES,1586692800,53,36.7507,-3.5179,63.79,8.43
449,Abhā,33,SA,1586692800,34,18.2164,42.5053,72.7,11.43
450,Tilichiki,2,RU,1586692800,88,60.4667,166.1,5.22,5.88
451,Manggar,71,ID,1586692800,80,-2.8833,108.2667,82.36,5.28
452,Staryy Nadym,69,RU,1586692800,97,65.6118,72.6842,28.26,8.37
453,Clyde River,100,CA,1586692800,91,70.4692,-68.5914,5.11,8.59
454,Nikolayevsk-on-Amur,2,RU,1586692800,95,53.1406,140.73,26.89,1.61
455,Caravelas,6,BR,1586692800,82,-17.7125,-39.2481,79.5,9.53
456,Talisayan,25,PH,1586692800,75,6.9872,121.9272,81.99,3.2
457,Hualmay,31,PE,1586692800,81,-11.0964,-77.6139,71.64,8.3
458,North Branch,100,US,1586692800,74,45.5113,-92.9802,33.87,12.82
459,Waingapu,70,ID,1586692800,75,-9.6567,120.2641,79.77,3.65
460,Yudong,42,CN,1586692800,40,29.385,106.5194,71.78,6.15
461,Ferme-Neuve,95,CA,1586692800,82,46.7001,-75.4493,32.72,5.41
462,Mounana,100,GA,1586692800,72,-1.4085,13.1586,78.06,0.27
463,Ruangwa,97,TZ,1586692800,76,-10.0667,38.9333,81.25,4.25
464,Leshukonskoye,53,RU,1586692800,79,64.8989,45.7622,33.75,2.44
465,Poronaysk,76,RU,1586692800,95,49.2167,143.1167,32.31,4.63
466,Tabuk,48,PH,1586692800,81,17.4189,121.4443,72.59,8.19
467,Guane,1,CU,1586692800,82,22.2025,-84.0875,77.29,12.03
468,Boké,2,GN,1586692800,34,10.9409,-14.2967,100.11,5.32
469,Binzhou,0,CN,1586692800,40,37.3667,118.0167,51.96,5.57
470,Sambava,28,MG,1586692800,85,-14.2667,50.1667,80.8,9.89
471,Ostrovnoy,26,RU,1586692800,94,68.0531,39.5131,29.73,14.74
472,Tulum,19,MX,1586692800,83,20.2167,-87.4667,79.92,12.17
473,Umluj,14,SA,1586692800,40,25.0213,37.2685,77.95,16.31
474,Kortkeros,100,RU,1586692800,87,61.8106,51.5806,33.66,7.74
475,Piterka,100,RU,1586692800,93,50.6803,47.4454,35.85,28.74
476,Tevaitoa,97,PF,1586692800,73,-16.7833,-151.5,83.07,11.88
477,Chilliwack,0,CA,1586692800,72,49.1747,-121.9443,36.81,4.38
478,Balikpapan,74,ID,1586692800,85,-1.2675,116.8289,79.11,5.59
479,Stromness,80,GB,1586692800,72,58.965,-3.296,41.4,25.64
480,Jijiga,73,ET,1586692800,26,9.35,42.8,79.75,2.95
481,Baiyin,100,CN,1586692800,17,36.5583,104.2081,55.99,11.39
482,Uyuni,0,BO,1586692800,13,-20.4597,-66.825,41.79,4.09
483,Charters Towers,5,AU,1586692800,28,-20.1,146.2667,74.7,5.46
484,Mount Isa,12,AU,1586692800,18,-20.7333,139.5,79.57,9.04
485,Santa Rosa,86,PH,1586692800,74,14.3122,121.1114,81.59,3.91
486,Patacamaya,0,BO,1586692800,12,-17.2333,-67.9167,44.49,3.6
487,Iqaluit,100,CA,1586692800,94,63.7506,-68.5145,24.73,11.68
488,Merauke,96,ID,1586692800,87,-8.4667,140.3333,79.27,10.22
489,Vestmanna,66,FO,1586692800,80,62.1564,-7.1664,34.66,24.52
490,Auki,96,SB,1586692800,76,-8.7676,160.7034,82.04,3.31
491,Nola,0,IT,1586692800,24,40.922,14.5329,74.23,6.04
492,Siuna,87,NI,1586692800,89,13.7332,-84.7773,72.3,1.12
493,Iskateley,30,RU,1586692800,96,67.6803,53.1512,25.12,8.37
494,Abaeté,12,BR,1586692800,72,-19.16,-45.4458,72.05,4.23
495,Manta,86,EC,1586692800,82,-0.95,-80.7333,77.32,4.12
496,Santoña,98,ES,1586692800,83,43.4439,-3.4576,59.92,3.33
497,Alofi,24,NU,1586692800,78,-19.0595,-169.9187,78.49,14.9
498,Korla,40,CN,1586692800,12,41.7597,86.1469,74.23,6.44
499,Villamartín,65,ES,1586692800,47,36.8598,-5.6449,68.54,0.67
500,Vanavara,17,RU,1586692800,76,60.34,102.2797,35.64,3.09
501,San Juan,68,AR,1586692800,42,-31.5375,-68.5364,64.58,11.88
502,Wuda,88,CN,1586692800,18,39.4994,106.7117,55.22,9.93
503,Ipameri,11,BR,1586692800,62,-17.7219,-48.1597,73.02,2.33
504,Kaduqli,100,SD,1586692800,11,11.0167,29.7167,95.49,10.11
505,Kingaroy,0,AU,1586692800,83,-26.5333,151.8333,59.85,4.52
506,Maţāy,0,EG,1586692800,18,28.419,30.7792,78.3,11.95
507,Sørland,100,NO,1586692800,92,67.667,12.6934,34.43,32.37
508,Udimskiy,40,RU,1586692800,73,61.1417,45.9144,34.95,5.5
509,Kasongo-Lunda,80,CD,1586692800,67,-6.4667,16.8167,82.92,1.57
510,Bestöbe,97,KZ,1586692800,35,52.4994,73.0975,56.98,19.57
511,São José de Ribamar,100,BR,1586692800,81,-2.5619,-44.0542,82.0,10.0
512,Mercedes,98,AR,1586692800,68,-34.6515,-59.4307,61.38,7.63
513,Ust'-Barguzin,93,RU,1586692800,78,53.45,108.9833,33.35,3.13
514,Talaya,55,RU,1586692800,86,61.3833,152.75,12.15,4.7
515,Teya,27,RU,1586692800,82,60.3778,92.6267,37.02,1.07
516,Camocim,88,BR,1586692800,84,-2.9022,-40.8411,82.8,7.18
517,Valencia,42,ES,1586692800,46,39.4697,-0.3774,66.22,9.78
518,Kieta,83,PG,1586692800,78,-6.2167,155.6333,80.69,4.21
519,Ribeira Brava,14,PT,1586692800,71,32.65,-17.0667,63.91,2.06
520,Evensk,87,RU,1586692800,91,61.95,159.2333,8.24,3.85
521,Waipawa,99,NZ,1586692800,81,-41.4122,175.5153,62.15,12.55
522,Muros,17,ES,1586692800,60,42.7762,-9.0603,65.39,4.43
523,Port Hedland,26,AU,1586692800,57,-20.3167,118.5667,85.64,9.46
524,Chipinge,74,ZW,1586692800,30,-20.1883,32.6236,80.82,2.42
525,Hibbing,100,US,1586692800,86,47.4272,-92.9377,25.59,8.37
526,Quatre Cocos,5,MU,1586692800,74,-20.2078,57.7625,82.72,20.98
527,Chingirlau,70,KZ,1586692800,49,51.095,54.0814,48.18,16.87
528,Yeppoon,0,AU,1586692800,71,-23.1333,150.7333,73.69,7.99
529,Ranong,34,TH,1586692800,75,9.9658,98.6348,87.75,4.72
530,Souillac,5,MU,1586692800,71,-20.5167,57.5167,82.02,17.72
531,Mehamn,100,NO,1586692800,93,71.0357,27.8492,29.34,12.19
532,Tonk,12,IN,1586692800,11,26.1667,75.7833,101.03,11.34
533,Moorhead,100,US,1586692800,84,46.8739,-96.7676,29.21,11.16
534,Osorno,3,CL,1586692800,90,-40.5667,-73.15,40.35,1.72
535,Stuttgart,36,DE,1586692800,36,48.7823,9.177,71.42,2.93
536,Hīt,14,IQ,1586692800,25,33.6416,42.8251,77.07,15.9
537,Aste,6,IT,1586692800,29,45.7906,11.0961,69.19,6.67
538,Nemuro,2,JP,1586692800,89,43.3236,145.575,33.1,7.52
539,Tam Ky,92,VN,1586692800,88,15.5667,108.4833,77.47,8.03
540,Olinda,67,BR,1586692800,71,-8.0089,-34.8553,83.64,8.95
541,Pidigan,69,PH,1586692800,76,17.57,120.5903,75.24,5.93
542,Innisfail,14,AU,1586692800,78,-17.5333,146.0333,73.76,2.98
543,Iracoubo,97,GF,1586692800,74,5.4802,-53.2011,80.98,13.69
544,Dayong,0,CN,1586692800,46,25.0209,118.2898,60.03,8.9
545,Olafsvik,17,IS,1586692800,78,64.8945,-23.7142,37.27,9.73
546,Doha,88,QA,1586692800,46,25.2867,51.5333,85.23,14.92
547,Rupert,54,US,1586692800,48,42.6191,-113.6772,33.19,2.68
548,Gull Lake,80,CA,1586692800,82,50.1001,-108.4847,18.95,12.88
549,Maumere,95,ID,1586692800,79,-8.6199,122.2111,79.43,1.54
550,Fuerte Olimpo,0,PY,1586692800,46,-21.0415,-57.8738,73.67,2.42
551,Trincomalee,27,LK,1586692800,71,8.5711,81.2335,85.17,9.31
552,Kushiro,45,JP,1586692800,90,42.975,144.3747,33.24,4.16
553,Žacléř,2,CZ,1586692800,39,50.6633,15.9106,65.61,6.6
